is_fraud,amount,hour,transaction_type,account_age,location_mismatch,previous_fraud_flag
0,24.54,4,transfer,277,0,0
0,5.33,6,cash_withdrawal,1232,0,0
0,80.95,4,transfer,307,0,0
0,123.3,8,transfer,1574,0,0
0,70.65,4,purchase,631,0,0
0,86.42,7,transfer,538,0,0
0,12.2,11,transfer,518,0,0
0,15.3,3,cash_withdrawal,1298,0,0
0,11.69,8,payment,1257,0,0
0,72.42,21,cash_withdrawal,1138,0,0
0,147.75,21,purchase,134,0,0
0,63.09,13,purchase,1449,0,0
0,106.63,18,payment,825,0,0
0,50.9,12,transfer,1714,0,0
0,24.52,2,purchase,1049,0,0
0,27.74,3,payment,1584,0,0
0,3.92,0,cash_withdrawal,1304,0,0
0,1.6,21,cash_withdrawal,1367,0,0
0,59.45,0,cash_withdrawal,813,0,0
0,28.85,10,transfer,72,0,0
0,40.17,15,transfer,1018,0,0
0,40.78,3,payment,952,0,0
0,16.24,6,purchase,1225,0,0
0,32.3,11,cash_withdrawal,1350,0,0
0,31.82,5,transfer,33,0,0
0,24.59,23,transfer,97,0,0
0,85.93,19,purchase,1581,0,0
0,30.0,8,cash_withdrawal,263,0,0
0,46.27,7,cash_withdrawal,874,0,0
0,112.94,13,purchase,914,0,0
0,100.58,14,payment,1094,0,0
0,110.56,20,payment,293,0,0
0,15.74,21,purchase,917,0,0
0,1.78,4,purchase,730,0,0
0,15.13,14,payment,1231,0,0
0,16.34,5,purchase,172,0,0
0,120.04,0,cash_withdrawal,758,0,0
0,52.38,19,payment,926,0,0
0,4.26,8,payment,1419,0,0
0,7.27,3,payment,1280,0,0
0,8.46,1,cash_withdrawal,1288,0,0
0,49.77,5,purchase,901,0,0
0,66.48,1,transfer,1288,0,0
0,98.18,2,transfer,517,0,0
0,141.2,6,cash_withdrawal,1034,0,0
0,11.26,19,cash_withdrawal,271,0,0
0,18.54,16,purchase,742,0,0
1,13.74,8,transfer,1336,0,0
0,22.22,21,payment,1394,0,0
0,123.06,8,cash_withdrawal,567,0,0
0,42.8,18,transfer,553,0,0
0,67.01,4,payment,650,0,0
0,33.68,5,payment,391,0,0
0,1.46,17,purchase,959,0,0
0,3.32,0,cash_withdrawal,1139,0,0
0,38.6,16,payment,575,0,0
0,63.43,13,cash_withdrawal,344,0,0
0,12.12,14,transfer,1434,0,0
1,63.99,4,transfer,1570,0,0
0,83.21,16,cash_withdrawal,1402,0,0
1,26.54,20,payment,1788,0,0
0,68.6,20,payment,456,0,0
0,25.88,22,transfer,1447,0,0
0,56.71,22,payment,444,0,0
0,72.2,10,payment,197,1,0
0,240.96,9,transfer,868,0,0
0,21.19,16,purchase,363,0,0
0,26.47,0,transfer,1434,0,0
1,9.05,4,cash_withdrawal,1788,0,0
0,11.41,15,purchase,1598,0,0
0,59.11,6,cash_withdrawal,1418,0,0
0,124.47,11,purchase,1761,0,0
0,25.09,7,purchase,1533,0,0
0,9.91,17,transfer,868,0,0
0,16.78,0,transfer,566,0,0
0,30.35,19,cash_withdrawal,671,0,0
0,17.17,11,transfer,1318,0,0
0,13.3,3,purchase,25,0,0
0,66.59,11,transfer,237,0,0
0,0.39,21,cash_withdrawal,461,0,0
0,38.74,0,purchase,1345,0,0
0,78.94,0,cash_withdrawal,100,0,0
0,15.48,2,payment,740,0,0
0,46.23,20,transfer,1714,0,0
0,55.27,11,purchase,408,0,0
0,53.21,21,cash_withdrawal,1179,0,0
0,29.52,20,transfer,978,0,0
0,21.28,12,transfer,1458,0,1
0,90.37,12,cash_withdrawal,751,0,0
0,71.03,20,purchase,1458,0,0
0,19.38,8,cash_withdrawal,143,0,0
0,5.44,17,transfer,529,0,0
0,3.73,0,cash_withdrawal,1309,0,0
0,4.95,5,payment,1029,0,0
0,43.72,22,transfer,523,0,0
0,2.65,23,purchase,720,0,0
0,20.54,4,payment,1460,0,0
0,69.96,3,cash_withdrawal,418,0,0
0,17.43,5,purchase,1105,0,0
0,72.05,2,payment,545,0,0
0,68.42,16,cash_withdrawal,1010,0,0
0,14.11,10,payment,817,0,0
0,65.25,3,transfer,1401,0,0
0,68.87,19,purchase,159,0,0
0,25.33,0,payment,1810,0,0
0,11.81,3,transfer,627,1,0
0,36.83,22,cash_withdrawal,1241,0,0
0,127.17,2,transfer,773,0,0
0,51.03,9,cash_withdrawal,1694,0,0
0,9.49,21,purchase,1069,0,0
0,57.4,0,transfer,1656,0,0
0,27.86,3,transfer,1239,0,0
0,44.77,18,cash_withdrawal,1535,0,0
0,66.22,0,payment,128,0,0
0,36.17,15,cash_withdrawal,1278,0,0
0,84.1,18,payment,1574,0,0
1,64.03,19,cash_withdrawal,877,0,0
0,47.74,20,purchase,1746,0,0
0,8.17,21,payment,1376,0,0
0,90.38,17,transfer,606,0,0
0,137.37,1,payment,541,0,0
0,7.37,5,cash_withdrawal,164,0,0
0,33.5,20,cash_withdrawal,649,0,0
1,14.98,0,payment,1559,0,0
0,70.23,18,transfer,131,0,0
0,63.94,4,purchase,1622,0,0
0,7.59,1,transfer,696,0,0
0,104.79,0,payment,504,0,0
0,9.98,15,cash_withdrawal,1448,0,0
0,79.79,20,transfer,1773,0,0
0,30.53,1,cash_withdrawal,184,0,0
0,19.9,3,cash_withdrawal,826,0,0
0,8.61,2,transfer,671,0,0
0,9.17,22,payment,982,0,0
0,54.22,16,transfer,1547,0,0
0,39.97,14,purchase,1023,0,0
0,6.51,9,cash_withdrawal,554,0,0
0,5.98,11,cash_withdrawal,1259,1,0
0,3.75,11,payment,131,0,0
1,68.08,19,cash_withdrawal,697,0,0
0,62.22,6,cash_withdrawal,1038,0,0
0,3.01,9,cash_withdrawal,814,0,0
0,41.08,4,transfer,1790,0,0
0,4.42,19,cash_withdrawal,659,0,0
0,117.04,19,transfer,380,0,0
0,118.82,10,payment,1084,0,0
0,59.91,1,purchase,927,0,0
0,130.31,23,cash_withdrawal,1316,0,0
0,83.42,15,purchase,1184,0,0
0,88.17,11,transfer,1471,0,0
0,42.16,15,payment,538,0,0
0,18.27,3,payment,577,0,0
0,12.28,1,transfer,1410,0,0
0,19.82,9,purchase,1094,0,0
0,49.51,12,cash_withdrawal,1406,0,0
1,9.48,22,transfer,685,0,0
0,14.96,18,transfer,1249,0,0
0,31.56,14,transfer,1532,0,0
1,13.27,22,transfer,1689,0,0
0,44.41,0,transfer,40,0,0
1,128.31,16,payment,1170,0,0
0,68.93,19,transfer,366,0,0
0,54.89,3,payment,1634,0,0
0,43.7,19,purchase,248,0,0
0,33.47,8,cash_withdrawal,12,0,0
0,10.32,5,payment,1560,0,0
0,112.55,2,cash_withdrawal,737,0,0
0,14.29,21,cash_withdrawal,510,0,0
0,4.79,1,cash_withdrawal,1269,0,0
0,69.32,17,payment,171,0,0
0,9.66,22,payment,1056,0,0
0,23.25,18,payment,1650,0,0
0,1.43,6,purchase,721,0,0
0,7.37,2,payment,995,0,0
0,9.51,17,purchase,815,0,0
0,2.8,19,payment,429,0,0
0,53.45,19,payment,1059,0,0
0,90.7,18,cash_withdrawal,205,0,0
0,23.37,8,transfer,890,0,0
0,103.8,15,cash_withdrawal,1408,0,0
0,12.0,5,payment,905,0,0
0,19.68,20,transfer,1290,0,0
0,8.17,11,transfer,1601,0,0
0,48.45,5,purchase,1467,0,0
0,27.23,12,transfer,1634,0,0
0,47.5,23,purchase,697,0,0
0,71.71,4,cash_withdrawal,750,0,0
1,39.45,12,purchase,1509,0,0
0,49.39,19,payment,985,0,0
0,136.86,6,transfer,1494,0,0
0,17.77,11,payment,1290,0,0
0,22.25,20,transfer,986,0,0
0,63.24,3,transfer,1768,0,0
0,47.25,4,cash_withdrawal,1133,0,0
0,9.83,15,purchase,1513,0,0
0,23.59,3,cash_withdrawal,1202,0,1
0,31.54,7,purchase,249,0,0
0,27.18,15,cash_withdrawal,1029,0,0
0,9.82,7,cash_withdrawal,1181,0,0
0,129.13,16,transfer,230,0,0
0,71.84,13,cash_withdrawal,628,0,0
0,32.83,11,cash_withdrawal,1285,0,0
0,56.98,2,purchase,828,0,0
0,113.79,19,cash_withdrawal,321,0,0
1,7.32,1,transfer,1151,0,0
0,14.41,12,cash_withdrawal,28,0,0
0,39.12,20,payment,851,0,0
0,80.23,10,payment,510,0,0
1,1.85,23,purchase,228,0,0
0,206.82,11,purchase,641,0,0
1,30.34,17,payment,541,0,0
1,22.25,8,cash_withdrawal,1203,0,0
0,17.32,6,cash_withdrawal,1700,0,0
1,9.58,5,purchase,672,0,0
0,78.41,23,transfer,910,0,0
0,155.52,13,cash_withdrawal,1312,0,0
0,26.69,17,payment,1518,0,0
0,152.27,13,transfer,1289,0,0
0,86.81,4,transfer,1491,0,0
0,32.8,19,cash_withdrawal,1419,0,0
1,56.05,23,transfer,1456,0,0
0,28.55,12,purchase,1459,0,0
0,40.9,0,transfer,1412,0,0
0,2.99,11,purchase,809,0,0
0,59.58,18,cash_withdrawal,1561,0,0
1,2.71,9,transfer,1169,0,0
0,84.94,23,payment,1199,0,0
1,87.13,4,payment,520,0,0
0,13.53,19,purchase,1338,0,0
0,19.55,5,purchase,1645,0,0
0,32.82,11,cash_withdrawal,1153,0,0
0,45.4,20,transfer,514,0,0
0,16.94,2,purchase,1034,0,0
0,44.88,13,purchase,347,0,0
0,17.68,20,cash_withdrawal,117,0,0
0,2.85,3,transfer,411,0,0
0,0.13,16,transfer,1421,0,0
0,5.33,16,purchase,1035,0,0
0,78.57,13,transfer,1422,0,0
0,162.77,14,transfer,1632,0,0
0,27.84,6,transfer,1117,0,0
0,35.94,3,payment,1126,0,0
0,7.94,16,transfer,98,0,0
0,40.04,5,payment,282,0,0
0,7.81,10,transfer,807,0,0
0,47.24,11,transfer,860,0,0
0,135.35,14,transfer,1692,0,0
0,10.89,11,purchase,657,0,0
0,72.32,10,purchase,1445,0,0
0,1.19,16,payment,1388,0,0
0,23.54,7,transfer,211,0,0
0,5.87,11,payment,1691,0,0
0,21.73,8,transfer,1778,0,0
0,9.53,10,cash_withdrawal,508,0,0
0,23.36,2,payment,1100,0,0
0,27.02,6,purchase,1347,0,0
0,17.88,20,cash_withdrawal,452,0,0
0,53.45,2,purchase,687,0,0
1,125.57,20,cash_withdrawal,623,0,0
0,25.59,15,cash_withdrawal,971,0,0
0,10.68,9,cash_withdrawal,930,0,0
0,15.79,22,payment,18,0,0
0,96.21,6,payment,1315,0,0
0,42.39,23,purchase,786,0,0
0,30.35,19,payment,1774,0,0
1,8.1,14,purchase,198,0,0
0,29.87,20,transfer,1186,0,0
0,16.32,20,purchase,417,0,0
0,143.38,9,purchase,384,0,0
0,107.74,11,payment,200,0,0
0,4.38,17,purchase,1770,0,0
0,36.35,22,payment,895,0,0
0,12.75,22,purchase,1522,0,0
0,26.45,8,transfer,980,0,0
0,104.72,8,payment,1067,0,0
0,37.49,3,payment,82,0,0
0,20.34,4,transfer,1563,0,0
0,11.65,6,payment,1328,0,0
0,80.55,6,purchase,1605,0,0
0,48.98,10,cash_withdrawal,1223,0,0
0,31.56,9,payment,1430,0,0
0,12.26,10,cash_withdrawal,1451,1,0
0,20.34,23,purchase,1485,0,0
0,160.75,23,transfer,884,0,0
1,36.71,17,payment,480,0,0
0,25.6,11,cash_withdrawal,728,0,0
0,36.85,15,transfer,124,0,0
0,75.48,3,transfer,528,0,0
0,20.78,16,payment,1662,0,0
0,9.84,16,cash_withdrawal,526,0,0
0,43.97,20,payment,39,0,0
0,54.71,22,purchase,1223,0,0
0,62.36,4,transfer,108,0,0
0,106.85,12,cash_withdrawal,268,0,0
0,23.2,2,payment,1377,0,0
0,3.92,22,transfer,311,0,0
0,158.92,16,payment,1414,0,0
0,28.55,10,cash_withdrawal,40,0,0
0,48.81,0,purchase,781,0,0
0,54.88,17,purchase,581,0,0
0,39.54,16,purchase,152,0,0
0,11.49,8,payment,187,0,0
0,70.35,19,transfer,430,0,0
0,81.42,6,purchase,457,0,0
0,40.26,4,purchase,753,0,0
0,33.53,15,purchase,1251,0,0
0,6.05,6,purchase,1452,0,0
0,4.38,12,cash_withdrawal,204,0,0
0,20.74,12,cash_withdrawal,779,0,0
0,18.61,14,transfer,118,0,0
0,153.58,22,cash_withdrawal,1418,1,0
0,76.54,16,cash_withdrawal,222,0,0
0,53.93,16,cash_withdrawal,897,0,0
0,36.45,18,payment,63,0,0
0,9.16,9,cash_withdrawal,396,0,0
0,191.88,1,payment,5,0,0
0,23.5,13,payment,1358,0,0
0,5.65,22,cash_withdrawal,1316,0,0
0,34.04,2,payment,508,0,0
0,103.57,6,purchase,145,0,0
0,109.15,10,transfer,954,0,0
0,0.55,16,cash_withdrawal,662,0,0
0,108.71,14,cash_withdrawal,1183,0,0
0,15.84,18,transfer,781,0,0
0,1.99,10,cash_withdrawal,959,1,0
0,94.12,14,cash_withdrawal,963,0,0
0,99.71,14,transfer,11,0,0
0,45.35,5,payment,69,0,0
1,42.72,14,purchase,1728,0,0
0,83.86,8,payment,1638,0,0
0,77.16,4,purchase,964,0,0
0,110.41,18,transfer,1568,0,0
0,40.23,23,payment,202,0,0
0,171.55,4,payment,266,0,0
0,277.94,21,purchase,108,0,0
1,6.2,12,purchase,1078,0,0
0,94.7,17,purchase,951,0,0
0,34.64,19,purchase,1362,0,0
0,24.52,16,cash_withdrawal,190,0,0
0,47.48,14,transfer,239,0,0
0,2.88,13,purchase,951,0,0
0,35.31,15,payment,343,0,0
0,102.35,3,payment,291,0,0
0,12.01,16,payment,1347,0,0
0,27.79,19,purchase,321,0,0
0,140.24,13,transfer,1809,0,0
0,27.98,17,cash_withdrawal,42,0,0
0,22.19,5,purchase,955,0,0
0,29.04,21,purchase,1222,0,0
1,36.64,7,cash_withdrawal,889,0,0
0,49.98,8,transfer,633,1,0
0,80.65,23,purchase,846,0,0
0,30.08,0,payment,284,0,0
0,85.05,12,payment,807,0,0
0,38.15,2,purchase,182,0,0
0,20.66,5,transfer,1636,0,0
0,53.64,16,payment,1035,0,0
0,63.24,7,payment,745,0,0
0,40.83,5,cash_withdrawal,442,0,0
0,2.91,15,transfer,629,0,0
1,9.31,0,purchase,1448,0,0
0,16.79,9,cash_withdrawal,1524,0,0
0,16.61,17,cash_withdrawal,388,0,0
0,55.95,21,cash_withdrawal,576,0,0
0,0.93,13,transfer,1712,0,0
0,70.46,23,transfer,454,0,0
0,15.42,4,transfer,1619,0,0
0,18.55,16,purchase,927,0,0
0,37.53,13,transfer,1026,0,0
0,12.16,17,cash_withdrawal,811,0,0
0,107.91,3,payment,1753,0,0
0,4.46,19,purchase,1266,0,0
0,29.38,22,purchase,809,0,1
0,94.66,1,purchase,1084,0,0
0,47.84,6,cash_withdrawal,368,0,0
0,17.29,6,transfer,1739,0,0
0,27.3,6,cash_withdrawal,942,0,0
0,61.33,12,payment,40,0,0
0,181.08,18,transfer,1339,0,0
0,111.81,21,payment,557,0,0
0,20.96,5,purchase,1322,0,0
0,315.94,19,purchase,1655,0,0
0,0.18,16,cash_withdrawal,917,0,0
0,1.4,17,transfer,1021,0,0
0,86.82,23,purchase,643,0,0
1,11.12,0,cash_withdrawal,450,0,0
0,3.13,22,payment,395,0,0
0,13.53,12,cash_withdrawal,792,0,0
0,27.77,18,transfer,1586,0,0
0,65.57,15,transfer,88,0,0
0,48.95,9,transfer,533,0,0
0,13.57,12,purchase,1412,0,0
0,34.99,9,cash_withdrawal,744,0,0
0,130.33,13,payment,381,0,0
0,84.37,8,transfer,1579,0,0
0,19.52,20,cash_withdrawal,431,0,0
0,201.61,10,purchase,1559,0,0
0,61.66,2,payment,1240,0,0
0,3.22,7,payment,277,0,0
0,1.79,11,payment,194,0,0
0,9.22,2,purchase,1751,0,0
1,65.07,6,transfer,179,0,1
0,10.15,13,purchase,1167,0,0
0,35.82,6,payment,1562,0,0
0,4.89,6,cash_withdrawal,218,0,0
0,126.84,13,payment,1535,0,0
0,21.08,11,cash_withdrawal,988,0,0
1,119.37,0,purchase,1083,0,0
0,144.91,4,purchase,1370,0,0
0,0.31,10,purchase,557,0,0
0,31.19,0,cash_withdrawal,1443,0,0
0,1.25,22,purchase,1248,0,0
0,119.68,12,transfer,1374,0,0
0,36.53,23,payment,768,0,0
0,3.9,22,transfer,1646,0,0
0,5.84,16,cash_withdrawal,1786,0,0
0,24.19,2,purchase,77,0,0
0,140.87,9,payment,1819,0,0
0,59.03,18,purchase,599,0,0
0,101.1,6,purchase,1786,0,0
0,22.82,19,payment,1232,0,0
0,2.21,2,payment,1183,0,0
0,183.1,21,transfer,524,0,0
0,0.87,11,transfer,1249,0,0
0,147.49,21,transfer,1382,0,0
0,23.0,9,transfer,813,0,0
0,0.51,20,transfer,384,0,0
0,58.42,11,cash_withdrawal,1568,0,0
0,196.97,14,cash_withdrawal,1590,0,0
0,168.52,5,purchase,504,0,0
0,8.77,18,purchase,1474,0,0
0,10.0,4,transfer,242,0,0
0,41.68,19,purchase,369,0,0
0,50.71,1,cash_withdrawal,1651,0,0
0,67.24,20,cash_withdrawal,1495,0,0
0,9.99,18,purchase,288,0,0
0,159.72,18,transfer,399,0,0
0,50.91,3,cash_withdrawal,104,0,0
0,93.88,19,payment,1335,0,0
0,38.83,4,payment,127,0,0
0,26.75,6,purchase,40,0,0
0,189.01,3,transfer,1096,0,0
0,43.63,10,purchase,1771,0,0
0,100.82,22,transfer,882,0,0
0,153.19,2,transfer,945,0,0
0,56.25,4,payment,247,0,0
0,39.81,19,cash_withdrawal,1271,0,0
0,0.18,14,cash_withdrawal,312,0,0
0,2.04,20,purchase,34,1,0
0,11.21,17,purchase,129,0,0
0,10.29,15,transfer,10,0,0
0,14.7,15,cash_withdrawal,1192,0,0
0,18.19,9,transfer,1808,0,0
0,22.32,0,payment,1240,0,0
0,27.28,22,payment,942,0,0
0,5.21,10,transfer,1432,0,0
0,2.16,16,transfer,1776,1,0
0,56.03,23,transfer,1550,0,0
0,38.54,14,transfer,1626,0,0
1,29.36,6,transfer,935,0,0
0,50.32,5,payment,1042,0,0
0,87.92,14,payment,340,0,0
0,27.9,14,payment,681,1,0
1,51.24,6,purchase,1592,0,0
0,153.49,2,payment,1700,0,0
0,91.51,13,cash_withdrawal,1688,0,0
0,27.76,8,cash_withdrawal,1114,0,0
0,51.74,2,transfer,1309,0,0
0,9.74,5,payment,534,0,0
0,41.11,19,transfer,1291,0,0
0,199.04,8,transfer,809,0,0
0,36.52,0,cash_withdrawal,433,0,0
0,131.3,8,cash_withdrawal,758,0,0
0,26.16,11,transfer,651,0,0
0,338.18,3,cash_withdrawal,1076,0,0
0,43.28,15,transfer,1091,0,0
0,2.16,4,transfer,597,0,0
1,44.19,16,transfer,250,0,0
0,16.05,16,purchase,1355,0,0
0,1.65,5,cash_withdrawal,904,0,0
0,85.98,14,cash_withdrawal,415,0,0
1,16.13,0,payment,1147,0,0
0,79.62,12,cash_withdrawal,1226,0,0
0,17.0,15,payment,6,0,0
0,10.8,1,transfer,849,0,0
0,182.36,18,purchase,1510,0,0
0,22.44,22,transfer,1223,0,0
0,45.99,1,transfer,1760,0,0
0,47.08,20,transfer,13,0,0
1,41.1,11,payment,6,0,0
0,123.08,11,purchase,1435,0,0
0,56.11,7,transfer,1145,0,0
0,25.85,11,payment,1581,0,0
0,99.16,23,transfer,1386,0,0
0,9.99,10,purchase,538,0,0
0,39.29,1,transfer,4,0,0
0,150.34,0,transfer,1813,0,0
0,49.09,3,cash_withdrawal,284,0,0
0,84.9,8,payment,722,0,0
0,53.0,6,purchase,1016,0,0
0,91.43,21,payment,1824,0,0
0,144.56,9,cash_withdrawal,1383,0,0
0,15.94,19,transfer,693,0,0
0,9.3,13,purchase,1789,0,0
0,33.08,0,purchase,1306,0,0
0,60.51,4,payment,657,0,0
0,12.89,12,transfer,952,0,0
0,0.21,5,cash_withdrawal,628,0,0
0,21.0,21,transfer,1373,0,0
0,173.46,16,payment,980,0,0
0,59.37,14,purchase,1054,0,0
0,25.65,6,purchase,1778,0,0
0,10.7,7,transfer,1541,0,0
1,22.01,20,transfer,374,0,0
0,9.31,1,transfer,1798,0,0
0,5.62,17,transfer,1642,0,0
0,118.62,20,cash_withdrawal,1148,0,0
0,302.67,22,cash_withdrawal,1470,0,0
1,8.96,6,cash_withdrawal,1011,1,0
0,2.8,19,cash_withdrawal,1418,0,0
0,20.0,15,payment,650,0,0
0,30.96,18,purchase,1642,0,0
0,11.46,8,purchase,725,0,0
0,17.94,11,payment,812,1,0
0,11.21,13,payment,1080,0,0
0,74.42,6,cash_withdrawal,132,0,0
0,62.34,1,transfer,781,0,0
0,50.39,16,purchase,122,0,0
0,24.49,10,payment,202,0,0
0,119.87,17,transfer,1744,0,0
0,174.55,11,cash_withdrawal,1811,0,0
0,9.54,2,payment,1626,0,0
0,12.62,20,purchase,702,0,0
0,37.29,13,purchase,1289,0,0
0,4.78,14,purchase,558,0,0
0,28.67,18,payment,1064,0,0
0,43.59,9,purchase,579,0,0
0,36.91,8,cash_withdrawal,1137,0,0
0,20.09,9,purchase,1363,0,0
0,39.09,19,cash_withdrawal,1086,0,0
0,159.47,22,purchase,227,0,0
0,11.53,3,cash_withdrawal,174,0,0
0,53.19,18,payment,1020,0,0
0,2.22,9,cash_withdrawal,1158,0,0
0,3.44,16,payment,1309,0,0
0,40.13,11,transfer,1811,0,0
0,5.54,0,cash_withdrawal,1650,0,0
0,1.13,10,payment,1132,0,0
0,9.41,12,transfer,143,0,0
0,41.6,0,purchase,569,0,0
1,60.76,0,transfer,1318,0,0
0,11.31,20,cash_withdrawal,277,0,0
0,55.17,15,transfer,1516,0,0
0,10.07,6,purchase,1587,0,0
0,47.53,22,transfer,1495,1,1
0,26.55,9,cash_withdrawal,276,0,0
0,53.04,15,cash_withdrawal,234,0,0
0,265.45,0,payment,1266,0,0
0,138.88,21,purchase,1282,0,0
0,0.21,8,purchase,1773,0,0
0,108.33,5,transfer,32,0,0
0,3.44,14,purchase,1391,0,0
0,152.93,3,cash_withdrawal,1372,0,0
0,16.55,14,transfer,760,0,0
0,24.07,9,payment,1156,0,0
0,4.81,15,transfer,1799,0,0
0,5.95,12,transfer,1795,0,0
0,64.87,18,payment,793,0,0
0,144.42,19,transfer,1392,0,0
0,47.18,3,purchase,762,0,0
0,62.91,19,transfer,265,0,0
0,71.77,21,transfer,215,0,0
0,15.25,15,transfer,1239,0,0
0,2.31,10,cash_withdrawal,282,0,0
0,0.09,14,cash_withdrawal,530,0,0
0,21.59,10,purchase,2,0,0
0,13.82,22,payment,513,0,0
0,3.22,10,cash_withdrawal,816,0,0
0,9.89,2,cash_withdrawal,464,0,0
0,6.65,23,purchase,1471,0,0
0,123.18,23,purchase,1387,0,0
0,7.56,16,payment,1240,0,0
0,38.57,4,transfer,164,0,0
0,44.96,12,transfer,1727,0,0
0,39.21,9,payment,1611,0,1
0,5.22,4,payment,538,0,0
0,19.19,11,payment,511,0,0
0,2.63,7,purchase,1798,0,0
0,25.18,23,transfer,1818,0,0
0,10.45,11,payment,1245,0,0
0,41.23,15,payment,555,0,0
0,59.01,1,transfer,1658,0,0
0,37.98,2,transfer,641,0,0
0,28.48,17,purchase,1801,0,0
0,24.5,16,cash_withdrawal,1307,0,0
0,92.16,1,cash_withdrawal,1095,0,0
0,12.38,21,purchase,1398,0,0
0,66.25,11,purchase,259,0,0
0,70.83,16,transfer,445,0,0
0,27.17,5,purchase,1225,0,0
0,17.64,16,purchase,1666,0,0
0,31.8,1,payment,1404,0,0
0,4.89,7,purchase,1617,0,0
0,2.35,13,purchase,766,0,0
0,5.92,5,payment,1439,0,0
0,10.36,8,transfer,65,0,0
0,35.08,0,transfer,1402,0,0
0,94.57,4,purchase,658,0,0
0,13.44,6,purchase,1670,0,0
0,136.79,8,cash_withdrawal,1126,0,0
0,154.95,13,payment,1001,0,0
0,159.59,8,cash_withdrawal,42,0,0
0,90.87,3,purchase,879,0,0
0,22.61,19,cash_withdrawal,196,0,0
1,3.77,14,cash_withdrawal,1384,0,0
0,42.06,3,transfer,1796,0,0
0,40.9,2,payment,1123,0,0
0,94.85,23,transfer,388,0,0
0,275.96,20,transfer,65,0,0
0,35.48,22,cash_withdrawal,1321,0,0
0,21.17,21,payment,1451,0,0
0,10.28,13,purchase,223,0,0
0,0.24,8,payment,1781,0,0
0,35.58,18,transfer,1719,0,0
0,40.54,5,cash_withdrawal,915,0,0
0,87.13,2,purchase,1173,0,0
0,35.12,17,transfer,1533,0,0
0,124.13,15,cash_withdrawal,442,0,0
0,49.45,2,transfer,1438,0,0
0,91.73,1,cash_withdrawal,1140,0,0
0,8.03,1,payment,903,0,0
0,96.67,22,transfer,453,0,0
0,56.22,9,payment,320,0,0
0,9.33,14,payment,770,0,0
0,10.52,2,cash_withdrawal,883,0,0
0,130.52,7,purchase,1016,0,0
0,1.64,17,payment,451,0,0
0,31.04,10,transfer,896,0,0
0,18.81,6,transfer,1103,0,0
0,54.69,18,cash_withdrawal,743,0,0
0,91.51,6,payment,357,0,0
0,22.34,1,purchase,1143,1,0
0,27.83,5,purchase,1610,0,0
0,200.64,4,transfer,1545,0,0
0,76.6,13,cash_withdrawal,1303,0,0
0,113.75,17,payment,782,0,0
0,28.88,3,transfer,566,0,0
0,13.33,3,cash_withdrawal,1069,0,0
0,26.54,23,purchase,1249,0,0
0,62.96,12,transfer,528,0,0
0,5.79,22,cash_withdrawal,724,0,0
0,15.77,20,purchase,1736,0,0
0,2.39,0,cash_withdrawal,241,0,0
0,28.31,19,transfer,614,0,0
0,87.85,4,payment,1506,0,0
0,1.25,23,cash_withdrawal,95,0,0
0,56.25,2,payment,365,0,0
0,134.78,20,transfer,1209,0,0
0,13.52,18,purchase,1160,0,0
1,59.15,12,cash_withdrawal,25,0,0
0,184.65,6,purchase,318,0,0
0,163.88,9,payment,333,0,0
0,13.39,2,payment,914,0,0
0,5.29,22,purchase,562,0,0
0,8.03,1,transfer,681,0,0
0,60.54,6,payment,100,0,0
0,64.69,8,transfer,370,0,0
0,56.08,20,purchase,1617,0,0
0,20.48,11,transfer,1036,0,0
0,9.3,21,payment,720,0,0
0,43.47,9,purchase,77,0,0
0,33.05,18,transfer,587,0,0
0,65.25,12,transfer,974,0,0
0,29.11,9,cash_withdrawal,682,0,0
0,20.67,4,payment,1372,0,0
0,17.37,14,cash_withdrawal,1467,0,0
0,11.88,20,transfer,691,0,0
0,15.45,2,payment,88,0,0
0,4.98,7,purchase,465,0,0
0,21.3,5,purchase,1801,0,0
0,1.86,18,purchase,494,0,0
0,10.32,16,transfer,1246,0,0
0,68.67,9,transfer,1539,0,0
0,19.69,0,purchase,1142,0,0
0,55.17,12,cash_withdrawal,136,0,0
0,63.09,9,cash_withdrawal,978,0,0
0,43.52,11,payment,187,0,0
0,159.34,1,payment,542,0,0
0,1.08,9,purchase,579,0,0
0,67.1,20,transfer,1335,0,0
0,159.45,22,transfer,930,0,0
0,99.12,0,payment,1403,0,0
0,9.19,0,purchase,811,0,0
0,19.79,19,payment,412,0,0
0,9.46,14,cash_withdrawal,1445,0,0
0,45.98,21,purchase,217,0,0
0,62.27,0,purchase,670,0,0
0,19.07,20,purchase,1095,0,0
0,38.77,8,cash_withdrawal,830,0,0
0,58.71,23,purchase,1134,0,0
0,27.35,6,payment,285,0,0
0,96.21,15,cash_withdrawal,883,0,0
0,73.82,15,transfer,770,0,0
0,3.34,12,payment,1626,0,0
0,48.53,9,payment,569,0,0
0,13.42,17,payment,953,0,0
0,40.77,8,cash_withdrawal,1322,0,0
0,157.2,11,payment,1523,0,0
0,105.62,23,cash_withdrawal,561,0,0
0,25.92,12,purchase,697,0,0
0,17.23,10,transfer,711,0,0
0,13.36,14,purchase,530,0,0
0,38.02,9,payment,1222,0,0
0,6.07,9,cash_withdrawal,1531,0,0
0,39.84,8,cash_withdrawal,489,0,0
0,0.07,2,purchase,1768,0,0
1,19.57,22,payment,27,0,0
